"","state","year","month","tavg","tmax","tmin","pcp"
"20582","NE",1956,11,35.1,46.6,23.6,0.9
"20583","NE",1956,12,30.9,42.9,18.9,0.2
"20584","NE",1956,2,23.5,35.1,11.8,0.3
"20585","NE",1956,3,36.1,50,22.1,0.2
"20586","NE",1956,4,43.1,57,29.2,1.5
"20587","NE",1956,5,60.8,74,47.6,2
"20588","NE",1956,6,73.9,88.6,59.2,3.2
"20589","NE",1956,7,73.6,87.4,59.7,2.5
"20590","NE",1956,8,72.4,86.3,58.5,2.5
"20591","NE",1956,9,64.4,81.6,47.3,0.5
"20592","NE",1950,11,33.9,47.3,20.5,0.4
"20593","NE",1980,5,58.8,72.2,45.4,2.3
"20594","NE",1980,6,71,84.5,57.4,2.4
"20595","NE",1980,7,78.2,93.1,63.2,1.4
"20596","NE",1980,8,73.6,87.3,60,3.8
"20597","NE",1980,9,64.8,80.3,49.2,0.6
"20598","NE",1981,1,29.3,43,15.6,0.1
"20599","NE",1981,10,49.1,61.3,37,1.2
"20600","NE",1981,11,40.6,53,28.2,1.7
"20601","NE",1981,12,26,35.8,16.2,0.9
"20602","NE",1981,2,29.8,43.7,15.8,0.3
"20603","NE",1981,3,40.3,54.3,26.3,1.8
"20604","NE",1981,4,55.7,69.9,41.4,1.4
"20605","NE",1981,5,56,67.9,44,4.3
"20606","NE",1981,6,70.2,84.3,56.2,2.3
"20607","NE",1981,7,74.2,86,62.4,4.8
"20608","NE",1981,8,70.5,82.5,58.5,3.7
"20609","NE",1981,9,63.9,78.9,48.8,1.1
"20610","NE",1982,1,14.8,26.7,3,0.6
"20611","NE",1982,10,49.9,63,36.7,2.7
"20612","NE",1982,11,33.4,44.6,22.1,1.4
"20613","NE",1982,12,28.5,39.7,17.4,1.3
"20614","NE",1982,2,25.5,38.1,13,0.2
"20615","NE",1982,3,35.8,47.4,24.2,1.3
"20616","NE",1982,4,45.2,59.2,31.2,1.6
"20617","NE",1982,5,58.5,69.9,47.1,6.3
"20618","NE",1982,6,63.5,75.2,51.7,3.5
"20619","NE",1982,7,74.9,88.1,61.7,2.9
"20620","NE",1982,8,72.5,84.2,60.8,3.4
"20621","NE",1982,9,61.9,74.5,49.3,1.8
"20622","NE",1983,1,27.5,36,19,0.4
"20623","NE",1983,10,51.6,64,39.2,1.2
"20624","NE",1983,11,36.7,46.6,26.8,2.4
"20625","NE",1983,12,7.9,16.9,-1,0.5
"20626","NE",1983,2,32.6,42.8,22.4,0.3
"20627","NE",1983,3,36.4,45.6,27.2,3.1
"20628","NE",1983,4,41.8,52.2,31.4,1.6
"20629","NE",1983,5,54.2,66.9,41.6,4.4
"20630","NE",1983,6,66.3,77.8,54.9,5.4
"20631","NE",1983,7,76.3,89.9,62.6,2.2
"20632","NE",1983,8,78.6,92.2,64.9,1.5
"20633","NE",1983,9,65,80.5,49.5,1.5
"20634","NE",1984,1,22.6,32,13.2,0.2
"20635","NE",1984,10,48.8,60.3,37.4,2.9
"20636","NE",1984,11,37.5,50,25,0.8
"20637","NE",1984,12,25,37,13,1
"20638","NE",1984,2,33,43.6,22.3,1
"20639","NE",1984,3,32.9,42.5,23.3,1.5
"20640","NE",1984,4,43.7,53.5,33.9,5.4
"20641","NE",1984,5,57.4,69.8,45.1,3.2
"20642","NE",1984,6,69.1,82,56.2,4.6
"20643","NE",1984,7,74.1,87.4,60.8,2.5
"20644","NE",1984,8,75.1,89.2,60.9,1.3
"20645","NE",1984,9,59.7,74.1,45.3,0.7
"20646","NE",1985,1,19.2,30.1,8.4,0.4
"20647","NE",1985,10,49.4,62.5,36.4,1.3
"20648","NE",1985,11,24.6,33.4,15.8,0.9
"20649","NE",1985,12,19.1,29.8,8.5,0.5
"20650","NE",1985,2,23.2,34.6,11.7,0.2
"20651","NE",1985,3,40.7,54.6,26.7,0.9
"20652","NE",1985,4,52.5,66.9,38.2,2.7
"20653","NE",1985,5,62.2,75.9,48.4,3.3
"20654","NE",1985,6,66.1,80.3,51.9,2.4
"20655","NE",1985,7,74.6,88.3,60.8,3.2
"20656","NE",1985,8,69.5,82,57,2.5
"20657","NE",1985,9,60,70.8,49.1,3.7
"20658","NE",1986,1,31.6,43.8,19.4,0
"20659","NE",1986,10,50.4,62.1,38.6,2.7
"20660","NE",1986,11,34.2,46.6,21.8,0.5
"20661","NE",1986,12,29.5,41,18,0.4
"20662","NE",1986,2,26.6,37.3,16,0.8
"20663","NE",1986,3,43.7,56.5,30.9,1.5
"20664","NE",1986,4,49.2,62.4,36.1,3.6
"20665","NE",1986,5,58.7,71.3,46.1,3.2
"20666","NE",1986,6,71.6,84.3,58.8,4
"20667","NE",1986,7,75.3,88.5,62.1,3.1
"20668","NE",1986,8,69.7,82.2,57.2,2.8
"20669","NE",1986,9,62.5,73.6,51.4,3.7
"20670","NE",1987,1,28.9,41,16.9,0.1
"20671","NE",1987,10,47.5,63,31.9,0.6
"20672","NE",1987,11,39.7,50.2,29.1,1.3
"20673","NE",1987,12,28.4,38.5,18.3,0.9
"20674","NE",1987,2,35.4,46.7,24,1.1
"20675","NE",1987,3,36.5,47.4,25.6,4.5
"20676","NE",1987,4,51.7,67,36.4,1.1
"20677","NE",1987,5,63.2,75.4,51,4.4
"20678","NE",1987,6,71,84.9,57.1,2.9
"20679","NE",1987,7,75.6,89.4,61.9,2.7
"20680","NE",1987,8,69.8,82.1,57.6,3.3
"20681","NE",1987,9,61.8,76.6,47,1.9
"20682","NE",1988,1,17.4,28.9,6,0.8
"20683","NE",1988,10,48.9,63.3,34.5,0.1
"20684","NE",1957,8,73.5,86.2,60.7,2.9
"20685","NE",1957,9,59.8,73.6,46,2.3
"20686","NE",1958,1,26.8,38.4,15.2,0.3
"20687","NE",1958,10,52.5,68.6,36.4,0.1
"20688","NE",1958,11,37.5,50.9,24.2,0.5
"20689","NE",1958,12,25.5,37.4,13.6,0.3
"20690","NE",1958,2,22.9,33.5,12.4,1.3
"20691","NE",1958,3,27.2,35.3,19.1,1.4
"20692","NE",1958,4,45.5,56.8,34.2,2.8
"20693","NE",1958,5,61.9,75.6,48.2,2.6
"20694","NE",1958,6,66.5,79,54.1,2.9
"20695","NE",1958,7,70.2,81.8,58.6,6.7
"20696","NE",1958,8,73.3,87.1,59.4,1.9
"20697","NE",1958,9,64.5,78.6,50.5,1.7
"20698","NE",1959,1,20.9,33.5,8.3,0.4
"20699","NE",1959,10,46.6,59.9,33.2,2.2
"20700","NE",1959,11,30.6,43.7,17.4,0.3
"20701","NE",1959,12,32.2,43.6,20.8,0.3
"20702","NE",1959,2,22.8,33.8,11.8,0.5
"20703","NE",1959,3,36.7,48.5,25,2.3
"20704","NE",1959,4,46.9,60.9,32.9,1.5
"20705","NE",1959,5,58.3,69.9,46.8,4.8
"20706","NE",1959,6,71.7,85.2,58.1,3.4
"20707","NE",1959,7,72.2,86.1,58.2,1.9
"20708","NE",1959,8,75.7,89.4,62,2.7
"20709","NE",1959,9,61.1,74.4,47.7,2.3
"20710","NE",1960,1,19.5,29.3,9.7,1.2
"20711","NE",1960,10,52.3,67.4,37.3,0.8
"20712","NE",1960,11,37.4,51.5,23.4,0.5
"20713","NE",1960,12,25.8,37.2,14.3,0.4
"20714","NE",1960,2,18.2,26.9,9.6,1.2
"20715","NE",1960,3,25.8,36.3,15.4,1.1
"20716","NE",1960,4,49.4,62.5,36.3,2.4
"20717","NE",1960,5,57.7,71.4,44,4.4
"20718","NE",1960,6,66.7,78.8,54.7,4
"20719","NE",1960,7,73.5,87.2,59.8,1.9
"20720","NE",1960,8,72.7,86.8,58.6,2.9
"20721","NE",1960,9,64.4,78.8,50,1.5
"20722","NE",1961,1,24.9,38.6,11.2,0
"20723","NE",1961,10,51,65.7,36.2,0.9
"20724","NE",1961,11,34.1,46,22.1,0.8
"20725","NE",1961,12,20.9,32.1,9.7,0.6
"20726","NE",1961,2,31.5,44.6,18.5,0.4
"20727","NE",1961,3,37.4,47.6,27.3,1.9
"20728","NE",1961,4,43.4,56.4,30.4,1.4
"20729","NE",1961,5,55.7,67,44.5,5
"20730","NE",1961,6,68.7,82.1,55.3,2.6
"20731","NE",1961,7,73.6,87.5,59.7,2.8
"20732","NE",1961,8,73.1,86.5,59.7,2.2
"20733","NE",1961,9,58.4,71.1,45.6,3.2
"20734","NE",1962,1,19.1,31.1,7.1,0.2
"20735","NE",1962,10,53,67.1,39,1.3
"20736","NE",1962,11,39.5,51.7,27.4,0.2
"20737","NE",1962,12,27.7,39.6,15.9,0.5
"20738","NE",1962,2,25.7,37.7,13.7,1.1
"20739","NE",1962,3,29.6,40.4,18.8,1.3
"20740","NE",1962,4,49.1,64,34.3,0.7
"20741","NE",1962,5,63.6,77.1,50,5.5
"20742","NE",1962,6,66.7,77.8,55.6,5.9
"20743","NE",1962,7,71.7,83.7,59.7,5.4
"20744","NE",1962,8,71.7,86,57.5,2.3
"20745","NE",1962,9,60.4,73.8,47.1,1.5
"20746","NE",1963,1,12.1,23.9,0.4,0.7
"20747","NE",1963,10,59.4,74.4,44.3,0.7
"20748","NE",1963,11,39.7,54.4,25,0.3
"20749","NE",1963,12,20.4,31.7,9.1,0.2
"20750","NE",1963,2,30.5,43.1,17.8,0.2
"20751","NE",1963,3,40,52.6,27.4,1.4
"20752","NE",1963,4,50.6,64.1,37,1.5
"20753","NE",1963,5,60.1,73.3,47,2
"20754","NE",1963,6,72.4,85.7,59.1,3.9
"20755","NE",1963,7,76.8,90.1,63.4,2.9
"20756","NE",1963,8,72.9,85.7,60.2,3.3
"20757","NE",1963,9,65.9,77.6,54.2,3.5
"20758","NE",1964,1,27.8,41.4,14.3,0.1
"20759","NE",1964,10,51,67.2,34.7,0.1
"20760","NE",1964,11,36.6,50.1,23,0.3
"20761","NE",1964,12,23.4,35.2,11.7,0.4
"20762","NE",1964,2,26.4,37.8,14.9,0.7
"20763","NE",1964,3,31.5,44.4,18.7,1.2
"20764","NE",1964,4,48,60.5,35.6,3.3
"20765","NE",1964,5,62.1,76.1,48.1,2
"20766","NE",1964,6,67.7,80.9,54.4,4.5
"20767","NE",1964,7,77.6,91.6,63.6,2.4
"20768","NE",1964,8,69.1,82.2,56,2.5
"20769","NE",1964,9,61.9,75.6,48.2,1.9
"20770","NE",1965,1,25.4,38.6,12.3,0.5
"20771","NE",1965,10,53.7,68.7,38.8,1.1
"20772","NE",1965,11,39.2,52.4,26.1,0.2
"20773","NE",1965,12,31,42.1,19.8,0.7
"20774","NE",1965,2,23.5,36.5,10.6,0.8
"20775","NE",1965,3,24.2,35.5,13,0.8
"20776","NE",1965,4,50.4,63.8,37,1.5
"20777","NE",1965,5,60.8,74.3,47.4,5
"20778","NE",1965,6,67.3,78.1,56.5,5.6
"20779","NE",1965,7,73.2,85.5,60.9,4
"20780","NE",1965,8,70.6,84.1,57,2.3
"20781","NE",1965,9,54.2,64.8,43.5,5.7
"20782","NE",1966,1,16.3,27.6,5,0.4
"20783","NE",1966,10,50.7,66.9,34.5,0.8
"20784","NE",1966,11,36.2,49.5,23,0.1
"20785","NE",1966,12,24.8,36.2,13.4,0.5
"20786","NE",1966,2,22.5,33.7,11.4,0.7
"20787","NE",1966,3,39.2,52.8,25.6,0.7
"20788","NE",1966,4,43.8,56.3,31.2,1.2
"20789","NE",1966,5,59.3,75.4,43.2,0.8
"20790","NE",1966,6,68.4,81.4,55.5,4.3
"20791","NE",1966,7,78,90.6,65.5,3.3
"20792","NE",1966,8,68.5,81,56,3.5
"20793","NE",1966,9,61.7,74.5,48.9,2.2
"20794","NE",1967,1,25.4,36.8,14,0.3
"20795","NE",1967,10,50.8,65.5,36,1
"20796","NE",1967,11,35.2,48.1,22.2,0.2
"20797","NE",1967,12,23.7,34.4,13.1,0.6
"20798","NE",1967,2,28.4,42.5,14.2,0.1
"20799","NE",1967,3,40.8,55.4,26.1,0.3
"20800","NE",1967,4,49.8,63.6,36,1.6
"20801","NE",1967,5,53.9,66,41.8,3.5
"20802","NE",1967,6,65.2,76.3,54.1,8.2
"20803","NE",1967,7,71.8,84.7,58.9,2.5
"20804","NE",1967,8,69.8,84.4,55.2,1.5
"20805","NE",1967,9,61.5,75.5,47.5,1.9
"20806","NE",1968,1,22.4,34.2,10.5,0.2
"20807","NE",1968,10,52.3,67.1,37.6,2.5
"20808","NE",1968,11,35.1,45.8,24.4,0.5
"20809","NE",1968,12,20.1,30.3,10,1.2
"20810","NE",1968,2,27.4,38.8,15.9,0.3
"20811","NE",1968,3,41.6,57.1,26.2,0.3
"20812","NE",1968,4,47,61,33,2.8
"20813","NE",1968,5,54,67,41,2.5
"20814","NE",1968,6,70.1,84.4,55.8,3.2
"20815","NE",1968,7,73.3,86.6,60.1,2.7
"20816","NE",1968,8,71.4,84.3,58.4,4.3
"20817","NE",1968,9,61.5,75.8,47.1,1.5
"20818","NE",1969,1,16.7,26.2,7.2,0.7
"20819","NE",1969,10,44,54,34,3.2
"20820","NE",1969,11,38.3,51.3,25.2,0.2
"20821","NE",1969,12,26.6,37,16.2,0.5
"20822","NE",1969,2,25.4,33.9,16.9,1
"20823","NE",1969,3,28,38.2,17.8,0.5
"20824","NE",1969,4,51,64.8,37.1,1.4
"20825","NE",1969,5,60.6,73.6,47.7,3.1
"20826","NE",1969,6,63.8,76.9,50.6,3.5
"20827","NE",1969,7,74.7,87.2,62.2,3.8
"20828","NE",1969,8,73.9,87.2,60.6,2.3
"20829","NE",1969,9,65.4,78.8,51.9,1.3
"20830","NE",1970,1,19,30.3,7.7,0.2
"20831","NE",1970,10,46.7,59.3,34.1,1.9
"20832","NE",1970,11,35.3,46.5,24,0.8
"20833","NE",1970,12,26,39.1,13,0.3
"20834","NE",1970,2,31.8,46.4,17.3,0.1
"20835","NE",1970,3,31.1,42.2,20,0.9
"20836","NE",1970,4,46,59.6,32.4,2.6
"20837","NE",1970,5,62.2,76.8,47.7,2.6
"20838","NE",1970,6,69,82.6,55.4,3.2
"20839","NE",1970,7,75.1,89.7,60.5,2
"20840","NE",1970,8,75,89.2,60.8,1.5
"20841","NE",1970,9,61.8,76,47.5,2.8
"20842","NE",1971,1,20.5,31.5,9.4,0.5
"20843","NE",1971,10,51.7,65,38.3,2.2
"20844","NE",1971,11,37.4,48.9,26,1.4
"20845","NE",1971,12,27,37.6,16.4,0.4
"20846","NE",1971,2,24.3,34.9,13.7,1.6
"20847","NE",1971,3,34.2,45.5,22.8,0.9
"20848","NE",1971,4,48.8,62,35.6,2.6
"20849","NE",1971,5,55.8,67.7,43.9,4.2
"20850","NE",1971,6,71.6,84.7,58.5,3.4
"20851","NE",1971,7,70.7,84.3,57.2,2.9
"20852","NE",1971,8,73,87.3,58.7,1.2
"20853","NE",1971,9,61.3,75.8,46.9,1.8
"20854","NE",1972,1,20.1,32.1,8.1,0.2
"20855","NE",1972,10,47.8,60.4,35.1,1.1
"20856","NE",1972,11,31.6,39.6,23.5,2
"20857","NE",1972,12,18.9,28.6,9.2,0.9
"20858","NE",1972,2,28,41.8,14.3,0.1
"20859","NE",1972,3,40.7,55.8,25.6,0.5
"20860","NE",1972,4,47.2,60.2,34.3,2.5
"20861","NE",1972,5,58.5,70.4,46.6,4.3
"20862","NE",1972,6,69.3,82.7,56,3.2
"20863","NE",1972,7,71.3,84.1,58.5,4.3
"20864","NE",1972,8,70.8,83.8,57.9,2
"20865","NE",1972,9,62.2,75.7,48.7,1.9
"20866","NE",1973,1,22.7,33,12.4,0.8
"20867","NE",1973,10,53.3,66.9,39.7,1.8
"20868","NE",1973,11,35.8,45.5,26,1.3
"20869","NE",1973,12,24,33.7,14.4,1.2
"20870","NE",1973,2,28.8,39.4,18.3,0.4
"20871","NE",1973,3,40,49.1,30.8,3.8
"20872","NE",1973,4,46,58.4,33.5,2.4
"20873","NE",1973,5,56.4,70.5,42.4,3.7
"20874","NE",1973,6,69.3,83.7,54.8,1.6
"20875","NE",1973,7,73.4,86.3,60.5,4.1
"20876","NE",1973,8,74.7,88.6,60.9,1.3
"20877","NE",1973,9,59.5,70,49,6.5
"20878","NE",1974,1,18.4,29,7.8,0.4
"20879","NE",1974,10,53.4,67.9,38.8,1.2
"20880","NE",1974,11,37,48.9,25.2,0.3
"20881","NE",1974,12,26.7,38.7,14.6,0.5
"20882","NE",1974,2,31.8,44.1,19.6,0.2
"20883","NE",1974,3,40.3,53.4,27.1,0.7
"20884","NE",1974,4,49.7,63.2,36.3,2
"20885","NE",1974,5,60,73.5,46.4,2.7
"20886","NE",1974,6,67.8,82.2,53.3,2.8
"20887","NE",1974,7,78.6,94.1,63,1
"20888","NE",1974,8,68.3,81.3,55.3,2.7
"20889","NE",1974,9,58.9,74.9,42.9,0.6
"20890","NE",1975,1,24.6,35.2,14,0.6
"20891","NE",1975,10,52.9,69.7,36.2,0.2
"20892","NE",1975,11,34.4,46.8,22,2.1
"20893","NE",1975,12,27.7,37.4,17.9,0.3
"20894","NE",1975,2,22,32.8,11.2,0.5
"20895","NE",1975,3,31,41.9,20.1,1.3
"20896","NE",1975,4,45.1,56.6,33.6,2.3
"20897","NE",1975,5,59.3,72.8,45.8,2.8
"20898","NE",1975,6,66.7,79.3,54.1,5.3
"20899","NE",1975,7,75.4,89.2,61.5,2.2
"20900","NE",1975,8,73.8,87.6,59.9,1.6
"20901","NE",1975,9,59.9,74.5,45.3,0.8
"20902","NE",1976,1,22.6,33.6,11.6,0.6
"20903","NE",1976,10,46,60.1,31.8,0.6
"20904","NE",1976,11,31.6,46.4,16.8,0.1
"20905","NE",1976,12,27.1,41,13.2,0.1
"20906","NE",1976,2,35.8,48.2,23.4,0.4
"20907","NE",1976,3,36.6,49.4,23.9,1.3
"20908","NE",1976,4,50.6,62.5,38.6,3.2
"20909","NE",1976,5,57,70.8,43.2,2.8
"20910","NE",1976,6,68.6,83.3,53.8,1.8
"20911","NE",1976,7,75.3,88.6,62,2.6
"20912","NE",1976,8,73.2,87.7,58.7,1.3
"20913","NE",1976,9,63.2,77.8,48.7,2
"20914","NE",1977,1,15.7,28.2,3.3,0.3
"20915","NE",1977,10,51,64.9,37.1,1.4
"20916","NE",1977,11,36.2,47.2,25.1,1
"20917","NE",1977,12,24.8,36,13.7,0.5
"20918","NE",1977,2,33,47.2,18.9,0.3
"20919","NE",1977,3,38.3,50,26.7,3.3
"20920","NE",1977,4,52.8,65.4,40.2,3.6
"20921","NE",1977,5,64.1,75.8,52.4,5.3
"20922","NE",1977,6,71.8,84.6,58.9,2.8
"20923","NE",1977,7,76.2,89.3,63.1,3
"20924","NE",1977,8,69.4,81.5,57.3,4.8
"20925","NE",1977,9,64.4,78,50.8,2.1
"20926","NE",1978,1,11.9,22.4,1.4,0.3
"20927","NE",1978,10,50.8,66.8,34.6,0.6
"20928","NE",1978,11,33.6,44.8,22.4,0.9
"20929","NE",1978,12,18.5,28.6,8.5,0.7
"20930","NE",1978,2,15.4,24.9,5.8,1.1
"20931","NE",1978,3,34.9,47.1,22.7,0.5
"20932","NE",1978,4,48.7,59.9,37.4,3.8
"20933","NE",1978,5,57.8,69.8,45.9,3.7
"20934","NE",1978,6,69.4,83.1,55.8,1.8
"20935","NE",1978,7,74.6,88.1,61,4.3
"20936","NE",1978,8,71.3,85.2,57.3,2.7
"20937","NE",1978,9,66.6,81.9,51.3,1.3
"20938","NE",1979,1,7.8,17.6,-2,0.8
"20939","NE",1979,10,52,67,36.9,2.5
"20940","NE",1979,11,31.6,42.5,20.7,1.6
"20941","NE",1979,12,32.1,44,20.2,0.2
"20942","NE",1979,2,17.3,29.2,5.4,0.1
"20943","NE",1979,3,36.1,46.5,25.7,3
"20944","NE",1979,4,47.3,59.7,34.9,2
"20945","NE",1979,5,56.2,69.3,43.2,3
"20946","NE",1979,6,67.9,81.1,54.6,4
"20947","NE",1979,7,73,84.5,61.4,3.8
"20948","NE",1979,8,71,83.6,58.4,2.6
"20949","NE",1979,9,65.9,81.7,50.1,1.2
"20950","NE",1980,1,22.3,32.4,12.3,0.6
"20951","NE",1980,10,49.6,64.9,34.3,1.3
"20952","NE",1980,11,39.5,53,26,0.1
"20953","NE",1980,12,30.4,42.6,18.3,0.3
"20954","NE",1980,2,24.4,34.8,14,0.7
"20955","NE",1980,3,32.7,43.6,21.8,2
"20956","NE",1980,4,48.7,62.4,34.9,1.2
"20957","NE",2010,9,63.6,78.4,48.7,2
"20958","NE",2011,1,20.4,31.1,9.7,0.9
"20959","NE",2011,10,52.7,67.1,38.3,1.9
"20960","NE",2011,11,38.2,52.2,24.1,0.4
"20961","NE",2011,12,28.6,40.4,16.9,0.5
"20962","NE",2011,2,24.5,36.4,12.6,0.6
"20963","NE",2011,3,37.1,48.4,25.7,0.8
"20964","NE",2011,4,47.5,59.4,35.7,2.8
"20965","NE",2011,5,56,68.1,43.8,5.4
"20966","NE",2011,6,68.2,80.8,55.6,3.9
"20967","NE",2011,7,77.7,89.5,65.9,3.7
"20968","NE",2011,8,73.9,86.1,61.6,3.5
"20969","NE",2011,9,60.6,75.5,45.6,0.8
"20970","NE",2012,1,30.4,44.2,16.5,0.1
"20971","NE",2012,10,48.2,62.2,34.2,0.8
"20972","NE",2012,11,40,54.6,25.3,0.2
"20973","NE",2012,12,27.6,39.7,15.4,0.7
"20974","NE",2012,2,29.3,40.7,17.9,1.3
"20975","NE",2012,3,50.8,66.3,35.3,0.5
"20976","NE",2012,4,53.5,66.9,40.1,3.1
"20977","NE",2012,5,62.3,77,47.5,2
"20978","NE",2012,6,73.4,87.8,58.9,1.6
"20979","NE",2012,7,80,95.2,64.8,1
"20980","NE",2012,8,73,88.5,57.4,1
"20981","NE",2012,9,64.1,81.5,46.6,0.4
"20982","NE",2013,1,25.5,37.1,13.9,0.3
"20983","NE",2013,10,48.8,61,36.7,2.8
"20984","NE",2013,11,36,48.8,23.3,0.7
"20985","NE",2013,12,22.8,35.2,10.4,0.2
"20986","NE",2013,2,28.8,40,17.6,0.8
"20987","NE",2013,3,34.8,47.3,22.3,0.9
"20988","NE",2013,4,42.5,55.3,29.7,2.7
"20989","NE",2013,5,58.5,71.2,45.7,4.8
"20990","NE",2013,6,68.8,82,55.6,2.4
"20991","NE",2013,7,73.2,85.8,60.5,2.1
"20992","NE",2013,8,73.8,85.7,61.9,3
"20993","NE",2013,9,68,81.4,54.5,2.3
"20994","NE",2014,1,25.4,38.7,12.2,0.2
"20995","NE",2014,10,53.2,68.1,38.4,1.3
"20996","NE",2014,11,32.2,45.6,18.8,0.3
"20997","NE",2014,12,28,37.6,18.4,1.1
"20998","NE",2014,2,20.8,31.8,9.8,0.6
"20999","NE",2014,3,35.4,49.3,21.4,0.5
"21000","NE",2014,4,48.3,62.1,34.5,1.9
"21001","NE",2014,5,58.5,71.8,45.2,2.6
"21002","NE",2014,6,68.1,80.4,55.8,7.2
"21003","NE",2014,7,71.2,84.3,58.1,1.7
"21004","NE",2014,8,72.2,84.5,59.9,4.7
"21005","NE",2014,9,62.9,76,49.7,2.5
"21006","NE",2015,1,27.2,39.4,14.9,0.2
"21007","NE",2015,10,54.3,67.4,41.2,1.4
"21008","NE",2015,11,40.1,51.9,28.3,1.9
"21009","NE",2015,12,29.7,39.1,20.3,1.6
"21010","NE",2015,2,26.1,38.8,13.5,0.6
"21011","NE",2015,3,42.9,59.3,26.5,0.2
"21012","NE",2015,4,50.5,64,37.1,2.6
"21013","NE",2015,5,56.2,67,45.4,5.8
"21014","NE",2015,6,69.8,81.5,58.2,4.7
"21015","NE",2015,7,73.4,86.1,60.6,3.3
"21016","NE",2015,8,70.9,83.8,58,2.8
"21017","NE",2015,9,68.6,81.9,55.3,2.5
"21018","NE",2016,1,26,35.6,16.4,0.4
"21019","NE",2016,10,55.4,70.1,40.6,1.1
"21020","NE",2016,11,44.3,57.7,30.9,0.8
"21021","NE",2016,12,23.8,35.5,12,0.8
"21022","NE",2016,2,35,46,23.9,0.7
"21023","NE",2016,3,43.9,58.7,29.2,1.1
"21024","NE",2016,4,49.9,62.2,37.6,5.2
"21025","NE",2016,5,57.2,69.8,44.6,4.3
"21026","NE",2016,6,73.3,87.4,59.2,2.2
"21027","NE",2016,7,74.2,86.6,61.8,3.5
"21028","NE",2016,8,71.8,84.1,59.5,2.5
"21029","NE",2016,9,65,78.2,51.7,2.2
"21030","NE",2017,1,24.8,34.1,15.4,1
"21031","NE",2017,10,50.9,64.4,37.4,2.9
"21032","NE",2017,11,39.9,53,26.9,0.2
"21033","NE",2017,12,26.7,38.2,15.2,0.4
"21034","NE",2017,2,35.4,48.3,22.4,0.7
"21035","NE",2017,3,42.2,55,29.4,1.5
"21036","NE",2017,4,49.8,62.1,37.4,2.5
"21037","NE",2017,5,57,69.8,44.3,4.7
"21038","NE",2017,6,70.6,84.9,56.4,1.5
"21039","NE",2017,7,76.8,90.4,63.1,2.6
"21040","NE",2017,8,69,81.6,56.4,4.3
"21041","NE",2017,9,65.1,78.8,51.4,2.7
"21042","NE",2018,1,23.1,34.3,11.9,0.7
"21043","NE",2018,2,21.7,33.2,10.2,0.6
"21044","NE",2018,3,38.4,50.6,26.3,1.1
"21045","NE",2018,4,41,54.1,27.8,1.5
"21046","NE",1998,10,51.7,63.3,40,2.9
"21047","NE",1998,11,40.6,51.1,30.2,2
"21048","NE",1988,11,38.4,50.6,26.2,0.7
"21049","NE",1988,12,30.5,43.4,17.6,0.3
"21050","NE",1988,2,25.5,37.6,13.4,0.2
"21051","NE",1988,3,38.2,51.9,24.6,0.4
"21052","NE",1988,4,48.2,63.6,32.8,2
"21053","NE",1988,5,62.1,75.3,48.9,4.4
"21054","NE",1988,6,74.8,89.4,60.3,2.2
"21055","NE",1988,7,74.2,87.5,60.9,3.1
"21056","NE",1988,8,74,88.3,59.7,2.4
"21057","NE",1988,9,62.9,77.4,48.5,3
"21058","NE",1989,1,31.1,44.6,17.6,0.5
"21059","NE",1989,10,51.4,66.7,36.2,0.5
"21060","NE",1989,11,37.2,51.2,23.3,0
"21061","NE",1989,12,19.5,31.6,7.4,0.4
"21062","NE",1989,2,17.2,28.4,6,0.5
"21063","NE",1989,3,35.2,48.4,22,0.5
"21064","NE",1989,4,51,66.7,35.3,0.4
"21065","NE",1989,5,59,73.2,44.9,1.9
"21066","NE",1989,6,66,79.4,52.5,3.3
"21067","NE",1989,7,75.2,88.4,62,2.3
"21068","NE",1989,8,72,84.5,59.4,2.7
"21069","NE",1989,9,61,74.4,47.7,3
"21070","NE",1990,1,31.9,44.5,19.3,0.5
"21071","NE",1990,10,50.8,66.2,35.4,1.2
"21072","NE",1990,11,40.2,53.4,26.9,1.1
"21073","NE",1990,12,20.9,32.5,9.3,0.4
"21074","NE",1990,2,29.8,41.6,18,0.2
"21075","NE",1990,3,39.2,50.6,27.8,2.3
"21076","NE",1990,4,48,61.5,34.4,1.2
"21077","NE",1990,5,55.9,68,43.8,4.2
"21078","NE",1990,6,71,84.5,57.4,3.2
"21079","NE",1990,7,72.5,85.4,59.6,3.1
"21080","NE",1990,8,72.7,85.8,59.5,2.6
"21081","NE",1990,9,67,82,52.1,0.9
"21082","NE",1991,1,19.9,31.2,8.6,0.4
"21083","NE",1991,10,49.5,64.7,34.2,1.4
"21084","NE",1991,11,30.5,40.3,20.7,1.6
"21085","NE",1991,12,31.5,42.2,20.8,0.6
"21086","NE",1991,2,36.4,50.3,22.4,0.3
"21087","NE",1991,3,40.1,53.7,26.5,1.5
"21088","NE",1991,4,49.8,62,37.6,2.3
"21089","NE",1991,5,61,72.4,49.5,5
"21090","NE",1991,6,71.6,83.3,60,3.5
"21091","NE",1991,7,74.3,88,60.6,1.9
"21092","NE",1991,8,73.1,86.5,59.6,1.5
"21093","NE",1991,9,63.7,78.1,49.2,1.6
"21094","NE",1992,1,31.5,42.6,20.5,1
"21095","NE",1992,10,50.8,65.1,36.6,1.8
"21096","NE",1992,11,32.3,40.2,24.4,1
